"","pcs_sicore","X","offre","fonction","offre_clean","sect","siren","fap2009_detaillee","fap2009_inter","fap2009_agreg"
"201","373d",18312,"Manager de restaurant (H/F)","Hôtellerie/Restauration","manager restaurant","Hôtellerie/Restauration",822158317,"L5Z90","L5Z","L"
"202","374d",17440,"Directeur commercial (H/F)","","directeur commercial","Services",510036338,"R4Z90","R4Z","R"
"203","374d",55149,"Charge d'affaires (H/F)","Etudes/Recherches/Ingénieries","charge affaires","BTP/Construction",523744019,"R4Z90","R4Z","R"
"204","374d",21423,"Responsable de Secteur (H/F)","Commercial/Vente","responsable secteur","Immobilier",498310689,"R4Z90","R4Z","R"
"205","374d",31065,"Chargé d'affaires  (H/F)","Commercial/Vente","charge affaires","BTP/Construction",534614177,"R4Z90","R4Z","R"
"206","374d",714,"Ingenieur commercial (H/F)","Commercial/Vente","ingenieur commercial","Commerce/Distribution",440277671,"R4Z90","R4Z","R"
"207","374d",18141,"Directeur commercial (h/f)","Commercial/Vente","directeur commercial","Commerce/Distribution",339799777,"R4Z90","R4Z","R"
"208","374d",13677,"Charge affaires (h/f)","Commercial/Vente","charge affaires","BTP/Construction",722045622,"R4Z90","R4Z","R"
"209","374d",35912,"Un cadre commercial  (H/F)","Commercial/Vente","cadre commercial","Agriculture",479996175,"R4Z90","R4Z","R"
"210","374d",20486,"Directeur(trice) commercial(e) (H/F)","Commercial/Vente","directeur commercial","",821120128,"R4Z90","R4Z","R"
"211","374d",43251,"Directeur de Clientèle (H/F)","Commercial/Vente","directeur clientele","Télécom/Internet/Médias",510580301,"R4Z90","R4Z","R"
"212","374d",22120,"Chef de Secteur H/F","Commercial/Vente","chef secteur","Industrie/Environnement",415018464,"R4Z90","R4Z","R"
"213","374d",35868,"Chargé d'Affaires (H/F)","Commercial/Vente","charge affaires","Industrie/Environnement",421708504,"R4Z90","R4Z","R"
"214","374d",4568,"Ingénieur d'affaires (H/F)","Commercial/Vente","ingenieur affaires","Services",814045571,"R4Z90","R4Z","R"
"215","374d",40365,"Chef de secteur (H/F)","Commercial/Vente","chef secteur","Commerce/Distribution",476980321,"R4Z90","R4Z","R"
"216","374d",29900,"Un(e) chargé d'affaire (H/F)","","charge affaire","Industrie/Environnement",521480368,"R4Z90","R4Z","R"
"217","374d",26842,"INGENIEUR COMMERCIAL- 04 -Sécurité/Alar (H/F)","Commercial/Vente","ingenieur commercial   securite alar","Services",789367174,"R4Z90","R4Z","R"
"218","374d",9243,"Ingenieur commercial progiciels pour les tp – btp (H/F)","Commercial/Vente","ingenieur commercial progiciels pour les btp","Services",310551031,"R4Z90","R4Z","R"
"219","374d",2718,"Directeur commercial sur nantes (H/F)","Commercial/Vente","directeur commercial sur","Commerce/Distribution",315189720,"R4Z90","R4Z","R"
"220","374d",19147,"Responsable de Secteur (H/F)","Commercial/Vente","responsable secteur","Commerce/Distribution",800234742,"R4Z90","R4Z","R"
"221","374d",44307,"Responsable de secteur (Aide à Domicile) (H/F)","Services à la personne","responsable secteur","Services publics/Administrations",780221982,"R4Z90","R4Z","R"
"222","374d",44780,"Chef de secteur (58) (H/F)","Commercial/Vente","chef secteur","Commerce/Distribution",552044992,"R4Z90","R4Z","R"
"223","374d",25315,"Chargé d'Affaires (H/F)","Commercial/Vente","charge affaires","Services",817910839,"R4Z90","R4Z","R"
"224","374d",56299,"Administration des ventes (H/F)","Administration/Services généraux","administration des ventes","Commerce/Distribution",327963021,"R4Z90","R4Z","R"
"225","374d",5759,"Directeur commercial (H/F)","Commercial/Vente","directeur commercial","Commerce/Distribution",821245149,"R4Z90","R4Z","R"
"226","374d",8504,"Administrateur(trice) des ventes (H/F)","Administration/Services généraux","administrateur des ventes","Agriculture",539284554,"R4Z90","R4Z","R"
"227","374d",31224,"Ingénieur commercial indépendant, éclairage (H/F)","Commercial/Vente","ingenieur commercial independant  eclairage","Commerce/Distribution",528914047,"R4Z90","R4Z","R"
"228","374d",43307,"Charger d'affaire  (H/F)","Administration/Services généraux","charger affaire","BTP/Construction",814790036,"R4Z90","R4Z","R"
"229","374d",52571,"Directeur commerciale (H/F)","Direction Générale","directeur commerciale","BTP/Construction",814912960,"R4Z90","R4Z","R"
"230","374d",4078,"Administration des ventes (H/F)","Commercial/Vente","administration des ventes","Commerce/Distribution",520581653,"R4Z90","R4Z","R"
"231","374d",2076,"Charge d'affaires (h/f), gieres","Etudes/Recherches/Ingénieries","charge affaires","Services",998823504,"R4Z90","R4Z","R"
"232","374d",2494,"Charge d'affaire (h/f)","Commercial/Vente","charge affaire","Services",500296801,"R4Z90","R4Z","R"
"233","374d",56337,"Responsable de Secteur (H/F)","Commercial/Vente","responsable secteur","Immobilier",498310689,"R4Z90","R4Z","R"
"234","374d",42646,"Chargé d'affaires (H/F)","","charge affaires","BTP/Construction",448593855,"R4Z90","R4Z","R"
"235","374d",41120,"Ingénieur Commercial (H/F)","Commercial/Vente","ingenieur commercial","Services",802920124,"R4Z90","R4Z","R"
"236","374d",4175,"Chargé d'affaires (H/F)","","charge affaires","Industrie/Environnement",413808304,"R4Z90","R4Z","R"
"237","374d",13292,"Charge d'affaires h/f","Commercial/Vente","charge affaires","BTP/Construction",381680289,"R4Z90","R4Z","R"
"238","374d",48645,"Directeur/directrice et Commercial(e) (H/F)","Direction Générale","directeur directrice commercial","Commerce/Distribution",799403084,"R4Z90","R4Z","R"
"239","374d",20579,"Stage administration des ventes (H/F)","Administration/Services généraux","stage administration des ventes","Hôtellerie/Restauration",802700781,"R4Z90","R4Z","R"
"240","374d",10371,"Ingenieur d'affaires (H/F)","Commercial/Vente","ingenieur affaires","Services",429370414,"R4Z90","R4Z","R"
"241","374d",15011,"Chargé(e) d'affaires (H/F)","Commercial/Vente","charge affaires","BTP/Construction",799195110,"R4Z90","R4Z","R"
"242","374d",23595,"Charge d'affaires (h/f), st egreve","Etudes/Recherches/Ingénieries","charge affaires","Services",998823504,"R4Z90","R4Z","R"
"243","374d",14986,"Charge d'affaires  (H/F)","","charge affaires","BTP/Construction",804123164,"R4Z90","R4Z","R"
"244","374d",13394,"Administrateur des Ventes (H/F)","Commercial/Vente","administrateur des ventes","Commerce/Distribution",343657870,"R4Z90","R4Z","R"
"245","374d",34983,"Chargé d'Affaires (H/F)","Commercial/Vente","charge affaires","Industrie/Environnement",391918885,"R4Z90","R4Z","R"
"246","374d",28294,"Ingénieur commercial (H/F)","Commercial/Vente","ingenieur commercial","Services",321896979,"R4Z90","R4Z","R"
"247","374d",42064,"Responsable SAV (H/F)","","responsable sav","Transport/Logistique",488426164,"R4Z90","R4Z","R"
"248","374d",33951,"Responsable Grands Comptes (H/F)","Commercial/Vente","responsable grands comptes","Immobilier",514410141,"R4Z90","R4Z","R"
"249","374d",19492,"Chargé (e) d'affaires (H/F)","Production/Opérations","charge affaires","Industrie/Environnement",350464129,"R4Z90","R4Z","R"
"250","374d",25846,"Ingénieur Commercial  (H/F)","Commercial/Vente","ingenieur commercial","Télécom/Internet/Médias",417680618,"R4Z90","R4Z","R"
"251","374d",22894,"Ingénieur commercial  (H/F)","Commercial/Vente","ingenieur commercial","Commerce/Distribution",381985688,"R4Z90","R4Z","R"
"252","374d",30138,"Directeur(-trice) Commercial France (H/F)","Direction Générale","directeur commercial france","Industrie/Environnement",432634046,"R4Z90","R4Z","R"
"253","374d",26979,"Charge d'affaires (H/F)","Etudes/Recherches/Ingénieries","charge affaires","Industrie/Environnement",347926339,"R4Z90","R4Z","R"
"254","374d",52737,"Responsable de secteur  (H/F)","Services à la personne","responsable secteur","Services",821238557,"R4Z90","R4Z","R"
"255","374d",44614,"Responsable de secteur (H/F)","Commercial/Vente","responsable secteur","Industrie/Environnement",792600587,"R4Z90","R4Z","R"
"256","374d",53117,"Ingénieur Commercial  - Futur Responsable (H/F)","Commercial/Vente","ingenieur commercial futur responsable","",521856021,"R4Z90","R4Z","R"
"257","374d",10977,"Responsable grands comptes h/f","Direction Générale","responsable grands comptes","Services",509536371,"R4Z90","R4Z","R"
"258","374d",41521,"Chef de secteur (H/F)","Commercial/Vente","chef secteur","Commerce/Distribution",476980321,"R4Z90","R4Z","R"
"259","374d",23797,"Charge d'affaires (H/F)","Logistique/Achat/Transport","charge affaires","BTP/Construction",342183795,"R4Z90","R4Z","R"
"260","374d",57963,"Responsable de secteur sur le 54 et le 57 (H/F)","Commercial/Vente","responsable secteur sur","Télécom/Internet/Médias",815394226,"R4Z90","R4Z","R"
"261","374d",50275,"Chargé d'Affaires (H/F)","Commercial/Vente","charge affaires","BTP/Construction",525349981,"R4Z90","R4Z","R"
"262","374d",36112,"Directeur commercial (H/F)","","directeur commercial","",804591600,"R4Z90","R4Z","R"
"263","374d",22808,"Ingénieur commercial  (H/F)","Commercial/Vente","ingenieur commercial","Commerce/Distribution",381985688,"R4Z90","R4Z","R"
"264","374d",44621,"Responsable de secteur (H/F)","Commercial/Vente","responsable secteur","Industrie/Environnement",792600587,"R4Z90","R4Z","R"
"265","374d",9242,"Responsable de secteur (H/F)","Services à la personne","responsable secteur","Services",792706871,"R4Z90","R4Z","R"
"266","374d",4582,"Responsable de Secteur (H/F)","Services à la personne","responsable secteur","Services",822182077,"R4Z90","R4Z","R"
"267","374d",37740,"Ingénieur commercial (H/F)","Commercial/Vente","ingenieur commercial","Télécom/Internet/Médias",321550253,"R4Z90","R4Z","R"
"268","374d",24746,"Chargé d'affaires  (H/F)","","charge affaires","Immobilier",821652385,"R4Z90","R4Z","R"
"269","374d",11504,"Ingenieur commercial (H/F)","Commercial/Vente","ingenieur commercial","Commerce/Distribution",440277564,"R4Z90","R4Z","R"
"270","374d",24201,"Chargé d'affaires (H/F)","Etudes/Recherches/Ingénieries","charge affaires","Industrie/Environnement",344507751,"R4Z90","R4Z","R"
"271","374d",31168,"Responsable de secteur (H/F)","Services à la personne","responsable secteur","Services",732025242,"R4Z90","R4Z","R"
"272","374d",20608,"Responsable de secteur (H/F)","","responsable secteur","Services publics/Administrations",493414973,"R4Z90","R4Z","R"
"273","374d",32144,"Directeur commercial (H/F)","Commercial/Vente","directeur commercial","Commerce/Distribution",333541639,"R4Z90","R4Z","R"
"274","374d",23957,"Chargé d'affaires (H/F)","Marketing/Communication","charge affaires","BTP/Construction",337080543,"R4Z90","R4Z","R"
"275","374d",56460,"Administration des ventes (H/F)","Commercial/Vente","administration des ventes","Industrie/Environnement",419895438,"R4Z90","R4Z","R"
"276","374d",32457,"Ingénieur Technico-Commerciale secteur Cosmétique (H/F)","Commercial/Vente","ingenieur technico commerciale secteur cosmetique","Industrie/Environnement",424480283,"R4Z90","R4Z","R"
"277","374d",3368,"Responsable de secteur (H/F)","Services à la personne","responsable secteur","Services",350471769,"R4Z90","R4Z","R"
"278","374d",35116,"Directeur Commercial (H/F)","Commercial/Vente","directeur commercial","Télécom/Internet/Médias",821345881,"R4Z90","R4Z","R"
"279","374d",30669,"Responsable SAV (H/F)","Ouvrier/Artisan","responsable sav","BTP/Construction",483314563,"R4Z90","R4Z","R"
"280","374d",50428,"Chargé d'affaires (H/F)","Etudes/Recherches/Ingénieries","charge affaires","Industrie/Environnement",582950309,"R4Z90","R4Z","R"
"281","374d",48754,"Un(e) Ingénieur commercial(e) terrain (H/F)","Commercial/Vente","ingenieur commercial terrain","Commerce/Distribution",351371380,"R4Z90","R4Z","R"
"282","374d",8089,"Chargé d'affaires H/F","Commercial/Vente","charge affaires","Services",500777321,"R4Z90","R4Z","R"
"283","374d",51836,"Ingénieur Commercial solutions informatiques  (H/F)","Commercial/Vente","ingenieur commercial solutions informatiques","Télécom/Internet/Médias",509624953,"R4Z90","R4Z","R"
"284","374d",54227,"Chef de Secteur (H/F)","Commercial/Vente","chef secteur","Commerce/Distribution",789516051,"R4Z90","R4Z","R"
"285","374d",38526,"Ingénieur commercial (H/F)","","ingenieur commercial","Télécom/Internet/Médias",321550253,"R4Z90","R4Z","R"
"286","374d",35104,"Ingenieur d'affaires plomberie chauffage vmc (H/F)","Etudes/Recherches/Ingénieries","ingenieur affaires plomberie chauffage vmc","BTP/Construction",310655626,"R4Z90","R4Z","R"
"287","374d",23349,"Chargé d'affaires(H/F) (H/F)","Production/Opérations","charge affaires","BTP/Construction",337080543,"R4Z90","R4Z","R"
"288","374d",52461,"Responsable Service Clients (H/F)","Commercial/Vente","responsable service clients","Services",504815721,"R4Z90","R4Z","R"
"289","374d",42851,"Ingénieur Commercial confirmé / Responsable .  (H/F)","Direction Générale","ingenieur commercial confirme responsable","Services",384124582,"R4Z90","R4Z","R"
"290","374d",24749,"Chargé d'affaires  (H/F)","Commercial/Vente","charge affaires","Immobilier",821652385,"R4Z90","R4Z","R"
"291","374d",29919,"Chargé d'affaires (particuliers) (H/F)","Commercial/Vente","charge affaires","BTP/Construction",451265359,"R4Z90","R4Z","R"
"292","374d",55100,"Ingénieur commercial indépendant, éclairage (H/F)","Commercial/Vente","ingenieur commercial independant  eclairage","Commerce/Distribution",528914047,"R4Z90","R4Z","R"
"293","374d",22900,"Ingénieur commercial  (H/F)","Commercial/Vente","ingenieur commercial","Commerce/Distribution",381985688,"R4Z90","R4Z","R"
"294","374d",16101,"Ingénieur Commercial  (H/F)","","ingenieur commercial","",347698094,"R4Z90","R4Z","R"
"295","374d",55235,"Ingenieur d'affaires plomberie chauffage vmc (H/F)","Etudes/Recherches/Ingénieries","ingenieur affaires plomberie chauffage vmc","BTP/Construction",310655626,"R4Z90","R4Z","R"
"296","374d",19139,"Responsable de secteur (H/F)","Commercial/Vente","responsable secteur","Commerce/Distribution",800234742,"R4Z90","R4Z","R"
"297","374d",13061,"Chef de Secteur (H/F)","Ménage/Entretien","chef secteur","BTP/Construction",508715299,"R4Z90","R4Z","R"
"298","374d",37647,"Responsable SAV (H/F)","","responsable sav","",310188602,"R4Z90","R4Z","R"
"299","374d",19458,"Chef de secteur 30/84 (H/F)","Commercial/Vente","chef secteur","Commerce/Distribution",552044992,"R4Z90","R4Z","R"
"300","374d",31000,"Directeur commercial (H/F)","","directeur commercial","Commerce/Distribution",390282481,"R4Z90","R4Z","R"
"301","374d",3251,"Un responsable secteur  (H/F)","Commercial/Vente","responsable secteur","Industrie/Environnement",403007867,"R4Z90","R4Z","R"
"302","374d",45334,"Chargé d'affaires (H/F)","Production/Opérations","charge affaires","Industrie/Environnement",321627630,"R4Z90","R4Z","R"
"303","374d",30577,"Chef de Projet / Développeur (H/F)","Informatique/Internet","chef developpeur","Services",323690198,"R4Z90","R4Z","R"
"304","374d",58362,"Ingénieur Commercial (H/F)","Commercial/Vente","ingenieur commercial","Hôtellerie/Restauration",492590310,"R4Z90","R4Z","R"
"305","374d",38627,"Ingénieur d'affaires  (H/F)","Commercial/Vente","ingenieur affaires","Télécom/Internet/Médias",814120994,"R4Z90","R4Z","R"
"306","374d",31259,"Ingénieur commercial indépendant, éclairage (H/F)","Commercial/Vente","ingenieur commercial independant  eclairage","Commerce/Distribution",528914047,"R4Z90","R4Z","R"
"307","374d",3998,"Chargé d'affaires (H/F) Clermont","Commercial/Vente","charge affaires","Services",535041149,"R4Z90","R4Z","R"
"308","374d",52759,"Charge d'affaire (H/F)","Commercial/Vente","charge affaire","Services",518515416,"R4Z90","R4Z","R"
"309","374d",24742,"Chargé d'affaires  (H/F)","","charge affaires","Immobilier",821652385,"R4Z90","R4Z","R"
"310","374d",12348,"INGENIEUR COMMERCIAL cuisines professionnelles (H/F)","","ingenieur commercial cuisines professionnelles","BTP/Construction",309191807,"R4Z90","R4Z","R"
"311","374d",12347,"Chargee d'affaire h/f","Commercial/Vente","chargee affaire","Services",442458899,"R4Z90","R4Z","R"
"312","374d",1672,"Responsable secteur jardin (H/F)","Commercial/Vente","responsable secteur","Commerce/Distribution",413075086,"R4Z90","R4Z","R"
"313","374d",22804,"Responsable de secteur (H/F)","","responsable secteur","Services",394354807,"R4Z90","R4Z","R"
